respondent_id,visit_group,visit_depth_bin,attention_flag,logic_flag,cluster_label,perception_mean,importance_mean,performance_mean,cognition_mean,motive_count,new_project_pref_count,promo_pref_count
343,1,0,1,0,1,3.538462,4.400000,4.200000,4.250000,4,3,2
344,1,0,1,0,1,4.076923,4.200000,4.200000,4,4,4,2
345,1,0,1,0,1,3.846154,3.900000,4.500000,4,4,4,2
346,1,0,1,0,1,4.538462,4,4.200000,3.750000,4,4,2
347,1,0,1,0,1,4.461538,4.500000,4.200000,4.500000,4,4,2
348,1,0,1,0,2,4.153846,4.100000,4.200000,4,3,4,3
349,2,1,1,0,2,4.230769,4.200000,4.200000,4,3,4,3
350,2,0,1,0,1,3.307692,4.400000,3.900000,4,4,4,3
351,1,0,1,0,2,4.230769,3.700000,4.200000,4,3,4,3
352,1,1,1,0,1,3.923077,4.300000,4.100000,2.750000,4,4,3
353,1,1,1,0,1,4.076923,4.100000,3.700000,4.250000,4,4,2
354,1,0,1,0,1,4.230769,1.800000,4.400000,3.750000,4,4,3
355,1,0,1,0,2,4.153846,1.700000,4,4.250000,3,4,2
356,1,1,1,0,1,4.230769,4.400000,4.500000,4.250000,4,4,3
357,2,1,1,0,1,4.153846,4,1.800000,4.250000,4,4,2
358,1,1,1,0,1,3.307692,2.100000,1.800000,4.500000,4,3,2
359,1,0,0,0,2,2.461538,3.600000,4.200000,4.250000,3,4,3
360,1,0,1,0,2,4.153846,4.100000,4.100000,4.250000,4,4,3
361,1,1,1,0,2,4.538462,4.200000,4.500000,4.250000,4,4,2
362,2,0,1,0,2,4.230769,4.400000,4,4.500000,3,4,3
363,1,0,1,0,2,3.538462,4.200000,3.800000,4.250000,4,3,2
364,1,0,1,0,2,4.153846,3.800000,4.400000,3.750000,3,4,2
365,1,0,1,0,2,3.230769,4.200000,4,4.250000,4,4,2
366,1,1,0,0,2,3.692308,4.200000,4.100000,3.500000,4,4,3
367,2,0,1,0,1,4.076923,4.100000,4.100000,4,4,4,2
368,2,0,1,0,1,4.076923,4.100000,4,4.250000,4,4,3
369,1,0,1,0,1,3.923077,4.100000,4.500000,4.250000,4,3,2
370,1,0,0,0,1,3.615385,4,2.100000,4.500000,4,4,3
371,1,0,1,0,1,3.461538,2.400000,3.900000,4,4,4,3
372,1,0,1,0,1,4.538462,3.900000,4.300000,3.250000,4,4,2
373,1,0,0,0,1,2.461538,2.300000,2.100000,2,4,4,3
374,1,0,1,0,2,3.538462,4.100000,3.900000,4,4,4,2
375,1,0,0,0,1,3.769231,4.300000,4,4.250000,4,4,3
376,1,0,0,0,1,2.538462,2.100000,3.500000,2,4,4,2
377,1,1,1,0,2,2.538462,2,2.300000,2.250000,3,4,2
378,1,0,1,0,2,1.846154,2.400000,3.800000,1.500000,4,4,3
379,1,0,1,0,1,2.769231,2.300000,2,3.500000,4,4,3
380,2,0,0,0,1,3.615385,3.800000,4.600000,4.250000,4,4,3
381,1,1,1,0,1,3.769231,2.300000,4.200000,1.500000,4,3,3
382,1,0,1,0,1,3.769231,4,4.100000,4.250000,4,4,3
383,2,1,1,0,1,2.615385,2,2.100000,2.500000,4,3,3
384,1,0,0,0,1,2.692308,2,2.300000,2,4,4,3
385,1,0,1,0,2,4.076923,3.900000,4.100000,4,3,4,2
386,2,0,1,0,2,4.153846,4.400000,4.500000,3.250000,3,4,2
387,2,0,1,0,2,4.153846,4.100000,4,4.250000,3,4,2
388,1,1,1,0,1,4.076923,4.300000,4.100000,4,4,4,2
389,1,1,1,0,2,3.923077,4.200000,3.900000,4.500000,3,3,3
390,1,0,1,0,1,3.461538,4.200000,3.900000,5,4,3,2
391,1,0,1,0,1,4.076923,2.300000,4.100000,4,4,4,2
392,1,0,1,0,1,4.230769,4.200000,4.100000,4.500000,4,3,3
393,1,1,1,0,2,3.923077,3.900000,3.700000,3.750000,3,3,3
394,1,0,1,0,1,3.538462,4.500000,4.400000,3.500000,4,3,3
395,1,0,1,0,2,3.923077,3.800000,4.600000,4,3,4,2
396,2,0,1,0,2,3.538462,4.600000,4.100000,4.500000,4,4,3
397,1,0,1,0,1,2.307692,2.100000,2.400000,2.750000,4,4,2
398,1,1,1,0,1,4,4.300000,4.200000,4.500000,4,3,3
399,1,0,0,0,1,3,2.300000,2,4,4,4,3
400,2,0,1,0,1,4.230769,4.300000,4,4.250000,4,3,3
401,1,1,1,0,2,3.923077,4.100000,1.800000,4,3,4,3
402,1,0,1,0,2,4.307692,2.500000,4.600000,2.500000,4,4,2
403,2,0,1,0,1,4.307692,2.300000,4.200000,4.250000,4,3,3
404,1,0,1,0,1,3.923077,4.300000,4,4.500000,4,4,2
405,1,1,1,0,2,4.076923,4.200000,4.100000,4.250000,4,4,3
406,1,0,1,0,1,3.692308,4.300000,4.100000,4.500000,4,4,3
407,1,0,1,0,1,2.076923,4.200000,2.200000,2,4,3,3
408,1,0,1,0,1,4.153846,1.800000,4.100000,4.250000,4,4,2
409,2,0,1,0,1,2.846154,2.100000,1.800000,5,4,4,3
410,1,1,1,0,2,3,4.300000,4.100000,3.750000,4,4,3
411,1,0,1,0,1,4.076923,4.400000,4.400000,2,4,3,3
412,1,0,1,0,2,4.461538,4,4.300000,4.500000,3,3,3
413,1,1,1,0,1,2.923077,4,1.800000,2,4,4,3
414,1,1,1,0,1,4.461538,4.200000,3.900000,1.750000,4,4,3
415,1,0,1,0,1,4.230769,3.800000,3.900000,4.750000,4,4,2
416,1,1,1,0,1,4.230769,4,4.100000,4,4,3,3
417,1,0,1,0,2,3.846154,4.400000,3.800000,1.750000,4,4,2
418,1,0,1,0,1,4.461538,4.100000,4,4.250000,4,4,2
419,2,0,1,0,1,2.076923,1.900000,2.300000,1.750000,4,4,3
420,1,0,1,0,1,4,4.100000,4.300000,3.750000,4,4,3
421,1,0,1,0,2,4.230769,1.800000,2.700000,4.500000,4,4,3
422,1,0,1,0,2,4.153846,4.400000,4.200000,4,4,4,3
423,1,0,1,0,1,4.461538,4.100000,4,4,4,4,3
424,1,0,1,0,1,3.076923,4,4.600000,4,4,3,3
425,1,0,1,0,1,2.769231,1.900000,2.500000,2,4,3,3
426,1,0,1,0,1,4.230769,2.400000,4.100000,2.250000,4,3,3
427,1,0,1,0,2,4,4.200000,4.200000,4,4,4,3
428,1,0,0,0,2,3.461538,3.900000,4.100000,4.250000,4,4,2
429,2,0,1,0,2,4,2.200000,4,3.500000,3,4,2
430,1,1,1,0,2,4.153846,4.400000,4.100000,4.250000,3,4,3
431,1,1,1,0,1,3.923077,4.100000,4.100000,3.750000,4,4,2
432,1,0,1,0,1,3.461538,1.900000,1.900000,4.250000,4,4,2
433,1,0,1,0,2,3.538462,4.300000,4.200000,2.750000,4,4,2
434,1,0,1,0,1,4.076923,4.100000,3.500000,4.250000,4,4,3
435,1,0,1,0,1,3.846154,4.300000,4.100000,4,4,4,3
436,2,1,1,0,1,4.153846,4.400000,3.900000,4.500000,4,3,3
437,1,1,1,0,1,4.307692,4.500000,4.100000,4.250000,4,4,3
438,1,0,0,0,1,2.230769,2.100000,1.900000,2.750000,4,4,3
439,1,0,1,0,1,3.692308,4.300000,4.400000,3.750000,4,4,3
440,1,1,1,0,2,4.230769,3.700000,4,2.750000,3,3,3
441,1,0,1,0,1,4.230769,4.300000,3.700000,4,4,4,3
442,1,1,1,0,1,3.923077,4.300000,4.100000,4.250000,4,4,3
443,1,1,1,0,2,3.692308,4.300000,3.900000,4,3,3,2
444,1,1,1,0,2,4.230769,2.700000,4,4.250000,4,3,3
445,1,1,1,0,2,4.153846,4.400000,3.900000,3.750000,4,4,3
446,1,1,1,0,1,4.153846,4.400000,2.100000,3.750000,4,4,3
447,1,0,1,0,1,4.076923,4,4.200000,3.750000,4,4,2
448,1,0,1,0,2,3.384615,4.200000,2.400000,5,4,4,3
449,1,1,1,0,1,4.461538,4.400000,3.500000,4,4,4,3
450,2,0,1,0,1,3.076923,4.100000,4.100000,4.250000,4,3,3
451,1,0,1,0,1,4.692308,4.600000,4.200000,3.750000,4,4,2
452,1,0,1,0,1,4.307692,4,4,4.250000,4,3,2
453,1,0,1,0,1,4.538462,3.900000,4.600000,2,4,4,2
454,1,0,1,0,1,3.923077,4.400000,4.300000,2.250000,4,3,3
455,2,0,1,0,2,3.923077,4.400000,3.600000,4.250000,3,4,3
456,1,0,1,0,1,4.384615,4.100000,4.300000,4.250000,4,4,3
457,1,0,1,0,1,4,4.300000,4,4.250000,4,4,3
458,1,0,1,0,1,4.076923,4.300000,4.200000,4.250000,4,4,2
459,2,0,1,0,1,2.384615,2.500000,2,1.500000,4,4,3
460,1,1,1,0,1,4.230769,4.400000,2.100000,2.250000,4,4,2
461,1,0,1,0,2,4.076923,4.300000,4.500000,4,4,4,3
462,1,1,1,0,2,4.307692,2.300000,4.500000,1.750000,4,4,3
463,2,0,1,0,1,4.307692,4,4,1.250000,4,3,3
464,2,0,1,0,1,3.923077,4.500000,4.300000,4,4,4,3
465,1,1,1,0,1,4.076923,4,4.200000,4.500000,4,4,2
466,1,1,1,0,2,3.384615,4,2.600000,1.500000,4,4,2
467,1,1,1,0,2,4.307692,4,4.200000,3.500000,3,3,3
468,2,1,1,0,1,4.153846,4.800000,2.100000,4.500000,4,4,2
469,1,1,1,0,1,3.769231,3.700000,4,4.500000,4,3,3
470,1,0,1,0,1,2.692308,2.600000,1.900000,2.250000,4,4,3
471,1,0,1,0,1,3.769231,3.800000,3.700000,3.750000,4,4,2
472,1,1,1,0,1,4.384615,4.300000,3.900000,3.250000,4,4,2
473,1,0,1,0,1,3.384615,4,4.200000,3,4,4,3
474,1,0,1,0,1,4.076923,4.200000,4.300000,3.500000,4,4,3
475,1,1,1,0,1,3.846154,4.300000,3.800000,4.750000,4,4,2
476,1,0,1,0,2,2,2.300000,3.900000,2,3,4,3
477,2,1,1,0,2,4.076923,4.300000,4.200000,4.250000,4,4,2
478,1,0,1,0,2,4.076923,4,4.100000,5,4,4,3
479,1,1,1,0,2,3.538462,4,4,3.750000,4,4,3
480,1,0,1,0,1,1.615385,2,1.900000,2.500000,4,4,3
481,2,0,1,0,2,4.384615,4,4.600000,2,4,4,3
482,1,1,1,0,2,4.538462,4,4.500000,4.500000,4,3,2
483,2,0,1,0,1,2.153846,2.500000,1.900000,2,4,4,2
484,1,0,1,0,1,4.307692,4.400000,1.900000,4,4,4,3
485,1,0,1,0,1,4.153846,3.600000,4.300000,4,4,4,3
486,2,0,1,0,1,4.230769,4.400000,4.400000,4.250000,4,4,3
487,1,1,1,0,1,4.538462,4.200000,2.500000,1.750000,4,3,3
488,1,0,1,0,1,4.076923,4.300000,3.500000,4,4,4,3
489,2,0,1,0,2,4,3.700000,4.100000,3.500000,3,4,2
490,1,1,0,0,1,3.692308,4.300000,4.100000,3.750000,4,4,3
491,1,0,1,0,2,3.923077,4,4.200000,4,4,3,3
492,1,0,1,0,1,2.615385,4,2.200000,4,4,4,2
493,1,0,1,0,1,4.307692,3.900000,2,2,4,4,3
494,1,0,1,0,2,4.076923,1.400000,4.200000,3.750000,4,4,3
495,2,0,1,0,1,4.230769,4.400000,3.900000,4.250000,4,4,3
496,1,1,0,0,2,2.461538,4.300000,2.100000,2.500000,4,4,3
497,1,0,1,0,1,4.461538,2.100000,2.400000,4,4,4,3
498,1,0,1,0,1,4.153846,4.300000,2.400000,4,4,4,3
499,1,1,1,0,2,4.153846,4.300000,4.300000,4.250000,4,3,3
500,1,0,1,0,1,2.769231,1.700000,1.900000,2.500000,4,4,2
501,2,1,1,0,2,4.307692,4.300000,3.900000,4,4,3,3
502,1,0,1,0,1,4.230769,4.100000,3.900000,2,4,4,2
503,1,0,1,0,2,2.769231,2,2.300000,1.750000,4,3,3
504,1,1,1,0,1,4,4.600000,3.900000,4.500000,4,3,3
505,1,0,1,0,1,4.153846,4.200000,4.100000,3.750000,4,3,2
506,1,0,1,0,2,4.230769,4.400000,4.100000,1.750000,3,4,3
507,2,0,1,0,2,4.230769,3.700000,4.100000,4,3,3,3
508,1,1,1,0,1,3.923077,4.300000,4.200000,4.250000,4,3,2
509,1,1,1,0,2,3.307692,3.800000,3.900000,4,3,4,2
510,1,0,1,0,2,4.461538,4,4.300000,4.250000,4,4,3
511,1,0,1,0,2,3.384615,4,4,1.750000,4,4,3
512,1,0,1,0,1,4.153846,3.700000,4,4,4,4,2
513,1,0,1,0,1,2.153846,1.700000,1.700000,1.750000,4,4,3
514,1,0,1,0,1,4.307692,4.200000,4.200000,1.750000,4,4,3
515,1,0,1,0,2,3.846154,4,4.100000,4,4,4,3
516,1,0,1,0,1,4.076923,4.100000,3.700000,4,4,4,3
517,1,0,1,0,1,3.461538,4.200000,4.300000,3.750000,4,3,3
518,1,0,1,0,2,4,4.300000,4.100000,3.750000,4,3,3
519,1,1,1,0,1,4,4.100000,4.200000,1.500000,4,4,2
520,1,0,1,0,2,4.307692,4.100000,2.400000,4,4,4,3
521,2,0,1,0,2,3.692308,3.800000,3.900000,4,4,4,3
522,1,0,1,0,1,2.692308,1.800000,2,2.500000,4,4,3
523,1,0,0,0,2,2.461538,2.100000,2.200000,2.750000,3,4,2
524,1,0,1,0,1,3.615385,2.400000,3.900000,3.750000,4,4,3
525,1,1,1,0,2,4.076923,4.600000,3.800000,4,3,3,3
526,1,1,1,0,1,4.153846,4.100000,4.300000,5,4,4,3
527,1,0,1,0,1,3.076923,3.800000,2.400000,4,4,4,2
528,1,0,1,0,1,3.538462,4.100000,4.200000,4.250000,4,4,2
529,1,0,1,0,2,2.923077,2.100000,1.600000,2.750000,3,3,3
530,1,0,1,0,2,3.615385,4.200000,3.800000,2.750000,3,4,3
531,1,0,1,0,2,2.923077,4.500000,4.300000,3.750000,4,4,3
532,2,0,1,0,1,2.384615,2.200000,2.100000,2,3,4,3
533,1,0,1,0,2,4.076923,4.200000,4,3.500000,4,3,3
534,1,0,1,0,2,4.076923,2,4.500000,4.250000,3,4,2
535,1,0,1,0,1,4.307692,4.300000,4.400000,3.750000,4,4,2
536,1,0,1,0,1,3.769231,3.800000,2.400000,4.500000,4,4,3
537,1,0,1,0,2,3.692308,3.900000,4.500000,1.750000,3,4,2
538,1,0,1,0,1,4.461538,4.100000,4.200000,4.250000,4,4,3
539,1,1,1,0,1,4.230769,4.200000,3.700000,4,4,3,3
540,1,0,1,0,1,4.076923,4.300000,4,3.750000,4,4,2
541,1,1,1,0,1,3.538462,4,3.900000,3.750000,4,4,2
542,1,0,1,0,2,4.076923,4.200000,4.300000,1.750000,3,4,3
543,1,1,1,0,1,4.153846,4.100000,4.500000,4,4,4,3
544,1,0,1,0,2,3.923077,4.300000,2,3.750000,4,3,3
545,2,1,1,0,1,4.230769,4.100000,4,4.500000,4,4,3
546,1,1,1,0,1,3.846154,4.200000,3.900000,1.750000,4,4,2
547,1,1,1,0,2,4,4.400000,2,3.500000,3,4,3
548,2,0,1,0,1,3.846154,4,4.100000,5,4,4,3
549,2,0,1,0,1,3.384615,4.300000,4,4.500000,4,4,3
550,1,0,0,0,1,2.230769,3.900000,2.200000,1.750000,4,4,3
551,1,1,1,0,2,3.923077,4.200000,2,4.500000,3,4,3
552,1,0,1,0,1,3.307692,4,1.900000,3.500000,4,3,3
553,2,0,1,0,2,3.769231,4.300000,4.100000,4.750000,4,4,2
554,1,1,1,0,2,3.615385,4,2.300000,3.750000,3,4,3
555,1,0,1,0,1,4.153846,4,4.300000,3.250000,4,3,2
556,1,0,1,0,2,3.923077,4.400000,4.100000,4.500000,3,3,3
557,1,0,0,0,1,2.923077,4.400000,2,2.250000,4,4,2
558,1,0,1,0,2,4.153846,4.600000,4.100000,4.250000,3,4,3
559,2,0,1,0,1,3.692308,2,4.300000,4.250000,4,4,2
560,2,1,1,0,1,4.153846,2.600000,4.300000,4.250000,4,4,3
561,2,0,1,0,1,4.153846,4.200000,2.700000,4.250000,4,4,3
562,2,0,1,0,1,4.153846,3.900000,4.400000,2.500000,4,4,3
563,1,0,1,0,1,3.615385,3.800000,4.200000,4.500000,4,4,3
564,1,0,1,0,1,4.230769,4.200000,3.900000,4.250000,4,4,3
565,2,0,1,0,1,2.538462,2,2.600000,2,4,4,2
566,1,1,1,0,1,4.153846,4.400000,4.300000,4.250000,4,4,3
567,1,1,1,0,1,3.692308,4.100000,3.800000,4,4,4,2
568,1,0,1,0,2,4.153846,4.200000,4.500000,3.750000,4,4,3
569,1,0,1,0,2,4.307692,3.900000,3.900000,3.500000,3,4,3
570,1,0,1,0,2,3.538462,4.100000,4.200000,2,4,3,3
571,1,0,0,0,1,2.384615,2.400000,4.300000,1.250000,4,4,2
572,1,0,1,0,1,4.153846,4.100000,1.700000,4.250000,4,3,3
573,1,0,0,0,1,2.846154,2.200000,2.200000,4.500000,4,4,2
574,2,0,1,0,1,1.692308,2.500000,2,2.500000,4,4,2
575,1,0,1,0,1,4.307692,4,2.100000,3,4,4,3
576,1,0,1,0,2,3.615385,4,3.800000,5,4,4,2
577,1,0,1,0,2,4.461538,4,3.900000,4.500000,4,4,3
578,2,0,1,0,1,4.076923,4.100000,4,4,4,3,3
579,1,0,1,0,2,4.153846,4.300000,4.100000,4.250000,4,4,3
580,1,0,1,0,1,4.461538,4.500000,4,5,4,4,3
581,1,1,1,0,2,3.615385,4.200000,2,3.750000,4,4,3
582,1,1,1,0,1,4.230769,4.200000,4.100000,3.250000,4,4,2
583,1,0,1,0,1,4.230769,4.300000,4,4,4,4,3
584,1,0,1,0,2,4.461538,4.300000,4.200000,4,4,4,3
585,1,0,1,0,1,4.076923,4.300000,4.300000,4,4,4,2
586,1,0,1,0,2,4,4.200000,4.100000,3.750000,4,4,2
587,1,1,1,0,1,3.923077,4.300000,4.100000,4,4,3,3
588,2,0,1,0,1,3.846154,4.300000,4,3.500000,4,4,3
589,1,0,1,0,2,3.538462,4.100000,4.300000,2.250000,4,4,2
590,1,0,1,0,1,4.384615,2.200000,4.200000,4.250000,4,3,3
591,2,0,1,0,1,4.461538,4,4.300000,4.250000,4,3,2
592,2,0,1,0,1,4.307692,4.200000,4.300000,4.250000,4,4,3
593,2,0,1,0,1,4,4.400000,4.400000,4,4,3,3
594,1,0,1,0,1,3.923077,4,3.900000,4.250000,4,4,2
595,1,1,1,0,1,3.615385,4.500000,4.100000,4,4,3,3
596,1,0,1,0,1,4.538462,3.900000,4,2.250000,4,4,2
597,2,0,1,0,2,4.076923,4.300000,4.200000,4.500000,3,4,3
598,1,1,1,0,2,4.461538,4.200000,4.300000,4.500000,3,4,2
599,1,0,1,0,2,4.076923,4.300000,4,3.750000,4,3,3
600,1,1,1,0,2,4.230769,4,4.100000,4.500000,3,4,3
601,1,0,1,0,2,4.461538,4.100000,4.400000,3.750000,4,3,3
602,1,0,1,0,2,4.230769,4,4.500000,4,4,4,2
603,1,1,1,0,2,4.384615,4.100000,4.300000,4.250000,3,3,3
604,1,0,1,0,2,3.461538,4.100000,4.100000,4.500000,4,3,3
605,1,0,1,0,1,4.615385,4.300000,4,4,4,4,3
606,1,0,1,0,2,3.538462,3.900000,4,2.750000,3,4,3
607,1,1,1,0,1,3.615385,3.800000,4.100000,2,4,3,2
608,1,0,1,0,1,3.384615,3.800000,2.200000,2.500000,4,3,3
609,1,0,1,0,2,4,4.600000,4.300000,4.250000,4,4,2
610,1,0,1,0,2,2.615385,2.200000,1.800000,1.500000,4,4,3
611,1,0,1,0,2,2.461538,1.800000,4.500000,2.250000,4,4,3
612,1,0,1,0,1,3.769231,4.100000,4,3.750000,4,4,3
613,2,0,1,0,2,4.230769,4.100000,4.400000,4.250000,4,4,2
614,1,0,1,0,1,4.153846,2.300000,4,3.750000,4,4,2
615,1,1,1,0,1,3.923077,4,4,4.250000,4,4,2
616,2,0,1,0,1,3.538462,4.100000,4.200000,3.750000,4,4,2
617,1,0,1,0,1,3.923077,3.800000,4.100000,3.750000,4,3,3
618,1,0,1,0,1,3.461538,4.100000,4.100000,4,4,4,2
619,1,0,1,0,1,4.307692,4.300000,2.100000,4,4,3,2
620,1,1,1,0,1,3.307692,4,4,4.500000,4,3,3
621,1,0,1,0,1,4.307692,4.400000,4.300000,4,4,4,3
622,2,1,1,0,2,4.307692,4.100000,4,4.750000,3,4,2
623,2,0,0,0,2,3.538462,4.300000,4.300000,3.750000,4,4,3
624,2,1,1,0,2,1.615385,2.500000,4.300000,1.750000,4,4,3
625,2,0,1,0,1,4.153846,4,4,3.750000,4,3,3
626,1,1,1,0,1,3.692308,4.500000,4.200000,4.500000,4,3,3
627,2,0,1,0,1,3.230769,3.900000,4.100000,4.250000,4,3,3
628,1,0,1,0,1,3.615385,1.900000,3.800000,2,4,4,2
629,1,0,1,0,1,4.230769,2,4.200000,4.250000,4,4,3
630,1,1,1,0,1,4.153846,4,4.300000,3.750000,4,3,2
631,1,0,1,0,2,4.307692,4.700000,4.100000,3.750000,4,4,2
632,1,0,1,0,1,2,2.100000,2,4,4,3,3
633,1,1,0,0,2,2.153846,4.600000,1.800000,2.500000,3,4,3
634,1,0,1,0,2,3.076923,1.900000,4,4,3,3,3
635,1,0,1,0,1,3.076923,4,4.300000,4.250000,4,4,3
636,1,1,1,0,1,4.153846,4.200000,4,4.500000,4,4,3
637,1,0,1,0,2,1.923077,1.900000,1.600000,1.750000,4,4,3
638,2,1,1,0,1,4,4.400000,4,5,4,4,2
639,2,1,1,0,2,4.384615,4.400000,4.300000,4.250000,4,4,2
640,1,0,1,0,2,4.076923,4.300000,4.200000,4,4,4,2
641,1,1,1,0,1,4.076923,4,4.100000,4,4,4,3
642,1,0,1,0,1,4.076923,4,4,3.750000,4,4,2
643,1,0,1,0,2,3,2.200000,2.400000,2.250000,4,4,2
644,1,0,1,0,2,4.307692,4.300000,4,4.250000,4,4,3
645,2,0,0,0,1,3.615385,4.300000,4,4.250000,4,4,3
646,1,0,1,0,1,4.230769,3.800000,1.700000,4,4,3,3
647,1,0,1,0,1,4.538462,4.600000,4,4.250000,4,4,3
648,2,0,1,0,2,4.153846,4,4.400000,4.500000,4,4,3
649,2,0,1,0,1,4.230769,4.200000,4.100000,4,4,3,3
650,1,0,0,0,1,3.461538,3.800000,4.200000,3.750000,4,4,3
651,1,1,1,0,1,3.615385,2.500000,4,3.750000,4,3,3
